,Proposal.No.,File_No,Proposal Name,State,District,Tehsil,Date_1,Date_2,Category,Company,Status,Link
59,SIA/CG/MIN/224584/2021,OL/EC/MIN/BASTAR/1763,Bhaisgaon Limestone Quarry,Chhattisgarh,Bastar,Bastar,Date of Submission for EC: 13 Aug 2021 ,Date of Ec Granted : 16 Nov 2022,Non-Coal Mining,KARAN BHANUSALI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/224584/2021&pid=190120
60,SIA/CG/MIN/153489/2020,OL/EC/MIN/SURAJPUR/1302,KANTIPUR SAND QUARRY,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 17 May 2020 ,Date of Ec Granted : 25 Feb 2021,Non-Coal Mining,ASHUTOSH SANYASHI MINING CONSULTANCY,EC Granted - Processed offline,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/153489/2020&pid=104831
61,SIA/CG/IND/198136/2021,,m/s mahindra steeps pvt.Ltd,Chhattisgarh,Raipur,Raipur,Date of Submission for TOR: ,Date of Submission for EC: 13 Feb 2021 ,Industrial Projects - 1,URLA INDUSTRIES AREA,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/198136/2021&pid=163296
62,SIA/CG/MIN/264836/2022,OL/EC/MIN/KORIYA/1979,Kot Ordinary Stone  Mine of Smt. Ruchi Jaiswal,Chhattisgarh,Koriya,Baikunthpur,Date of Submission for TOR: ,Date of Submission for EC: 31 Mar 2022 ,Non-Coal Mining,RUCHI JAISWAL,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/264836/2022&pid=201342
63,SIA/CG/MIN/428118/2023,OL/EC/MIN/RAIPUR/2046,M/s Maa Sharda Minerals,Chhattisgarh,,,Date of Submission for EC: 06 May 2023 ,Date of Ec Granted : 26 Jul 2023,Non-Coal Mining,ASHISH TIWARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/428118/2023&pid=219400
64,SIA/CG/MIN/446278/2023,OL/EC/MIN/JANJGIR_CHAMPA/2678,M/s. H.S.Enterprises Proprietor - Neeraj Sharma		,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 29 Sep 2023 ,Non-Coal Mining,NEERAJ SHARMA,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/446278/2023&pid=226177
65,SIA/CG/MIN/35844/2015,OL/EC/sand_mine/BALODA_BAZAR/246,Bhalukona Sand Mine,Chhattisgarh,Raipur,Baloda Bazar,Date of Submission for EC: 24 Dec 2015 ,Date of Ec Granted : 26 Jul 2016,Non-Coal Mining,GRAM PANCHAYAT SINGHARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35844/2015&pid=4992
66,SIA/CG/MIN/33026/2015,OL/EC/SANDMINE/RAIGARH/162,Gram Panchyat Budiya,Chhattisgarh,Raigarh,Gharghoda,Date of Submission for EC: 20 Nov 2015 ,Date of Ec Granted : 17 Mar 2016,Non-Coal Mining,SACHIV BUDIYA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33026/2015&pid=2516
67,SIA/CG/MIN/41945/2016,OL/EC/SANDMINE/BILASPUR/323,PODI SAND MINE,Chhattisgarh,Bilaspur,Kota,Date of Submission for EC: 21 Jan 2016 ,Date of Ec Granted : 28 May 2016,Non-Coal Mining,PODI SACHIV PANCHAYAT,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/41945/2016&pid=10707
68,SIA/CG/MIN/212646/2021,OL/EC/SANDMINE/GARIABAND/1679,patharri sand mine,Chhattisgarh,Gariaband,Rajim,Date of Submission for EC: 30 May 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,PATHARRI SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/212646/2021&pid=187820
69,SIA/CG/IND/64628/2017,OL/EC/IND/RAIPUR/599,Rooplaxmi Industries India Pvt Ltd,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 11 May 2017 ,Date of Ec Granted : 26 Oct 2017,Industrial Projects - 1,RUPLAXMI  INDUSTRIES INDIA PVT LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/64628/2017&pid=35248
70,SIA/CG/MIN/53446/2016,OL/EC/SANDMINE/DHAMTARI/449,Mohrenga Sand Mine,Chhattisgarh,Dhamtari,Dhamtari,Date of Submission for EC: 04 May 2016 ,Date of Ec Granted : 21 Jul 2016,Non-Coal Mining,SARPANCH MOHRENGA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/53446/2016&pid=19836
71,SIA/CG/MIN/199430/2021,OL/EC/MIN/RAIGARH/1565,bokramuda sand mine,Chhattisgarh,Raigarh,Raigarh,Date of Submission for EC: 23 Feb 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,BOKRAMUDA SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/199430/2021&pid=164655
72,SIA/CG/MIN/146482/2020,OL/EC/MIN/JCHAMPA/1216,Deori Sand Mine of Shashikapur Upadhayay,Chhattisgarh,Janjgir - Champa,Janjgir,Date of Submission for EC: 29 Feb 2020 ,Date of Ec Granted : 15 Jun 2020,Non-Coal Mining,DEORI SAND MINE OF SHASHIKAPUR UPADHAYAY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/146482/2020&pid=95014
73,SIA/CG/MIN/53285/2016,,SONA MINES AND MINERALS PATORA LIMESTONE MINE,Chhattisgarh,Durg,Patan,Date of Submission for TOR: ,Date of Submission for EC: 28 Apr 2016 ,Non-Coal Mining,SONA MINES AND MINERALS,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/53285/2016&pid=19709
74,SIA/CG/IND/20079/2017,,-1,Chhattisgarh,Raipur,Raipur,Date of Submission for EC: 24 Oct 2018 ,Date of Ec Granted : 14 Feb 2019,Industrial Projects - 1,PRIME ISPAT LIMITED,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/IND/20079/2017&pid=47425
75,SIA/CG/MIN/144318/2020,OL/EC/MIN/RAJNANDGAON/1191,Bhagirathi Chakradhari 0.561 Ha Joratarai Limestone Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 20 Mar 2020 ,Date of Ec Granted : 30 Sep 2020,Non-Coal Mining,BHAGIRATHI CHAKRADHARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/144318/2020&pid=91584
76,SIA/CG/MIN/149411/2020,OL/EC/MIN/KORBA/1250,Lafinkhurd Sand Mine of Ashish Saluja,Chhattisgarh,Mahasamund,Mahasamund,Date of Submission for EC: 17 Mar 2020 ,Date of Ec Granted : 15 Jun 2020,Non-Coal Mining,LAFINKHURD SAND MINE OF ASHISH SALUJA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/149411/2020&pid=99736
77,SIA/CG/MIN/182421/2020,OL/EC/MIN/BALOD/1463,DINESH CHAND NAKHAT,Chhattisgarh,Balod,Dondi,Date of Submission for EC: 07 Nov 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,SHRI DINESH CHAND NAKHAT,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/182421/2020&pid=142636
78,SIA/CG/MIN/185356/2020,,Shri Mahesh Kumar Lohani,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 06 Aug 2021 ,Non-Coal Mining,SHRI SANTOSH KUMAR LOHANI,WithdrawEC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/185356/2020&pid=145333
79,SIA/CG/MIN/221398/2021,OL/EC/MIN/BALRAMPUR/1748,Karasi sand Quarry,Chhattisgarh,Balrampur,ramanujganj,Date of Submission for EC: 26 Jul 2021 ,Date of Ec Granted : 28 Sep 2021,Non-Coal Mining,NEHA GOYAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/221398/2021&pid=189508
80,SIA/CG/MIN/199627/2021,OL/EC/MIN/KORIYA/1562,Salka Ordinary Stone Temporary Permit Quarry,Chhattisgarh,Koriya,Baikunthpur,Date of Submission for EC: 22 Feb 2021 ,Date of Ec Granted : 28 Jun 2021,Non-Coal Mining,SALKA ORDINARY STONE TEMPORARY PERMIT QUARRY OF MS RK TRANSPORT AND CONSTRUCTION LTD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/199627/2021&pid=164707
81,SIA/CG/MIN/410370/2022,,"M/S Saraswati Stone Crusher , Pro. - Shri Jayanti Lal Patel , Area - 4.35 acre (1.760 ha.)",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Dec 2022 ,Non-Coal Mining,JAYANTILAL PATEL,Query raised by SEIAA and pending at PP,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/410370/2022&pid=214458
82,SIA/CG/MIN/439086/2023,OL/EC/MIN/MAHASAMUND/2618,lamisarar sand mine,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 04 Aug 2023 ,Non-Coal Mining,ARVIND SINGH,Agenda Uploaded by SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/439086/2023&pid=223565
83,SIA/CG/MIN/441550/2023,OL/EC/MIN/KORBA/2653,"River Bed Mining of Sand of area 4.50 hectares for proposed production capacity of 67500 Cum/Y (ROM) at Village Charpara, Tehsil Darri & District Korba (C.G.)",Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 24 Aug 2023 ,Non-Coal Mining,KHAJANCHI KUMHAR,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/441550/2023&pid=224361
84,SIA/CG/MIN/35731/2015,OL/EC/SANDMINE/JASHPUR/237,sand mining,Chhattisgarh,Jashpur,Jashpur,Date of Submission for EC: 23 Dec 2015 ,Date of Ec Granted : 17 Mar 2016,Non-Coal Mining,SACHIVTEMPOO,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/35731/2015&pid=4889
85,SIA/CG/MIN/53319/2016,,RAJESH DEWANGAN STONE MINE,Chhattisgarh,Bastar,Jagdalpur,Date of Submission for TOR: ,Date of Submission for EC: 30 Apr 2016 ,Non-Coal Mining,RAJESH DEWANGAN STONE MINE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/53319/2016&pid=19739
86,SIA/CG/MIN/172715/2020,OL/EC/MIN/BILASPUR/1390,Sildaha sand mine of Gopal Prasad Kumhar,Chhattisgarh,Bilaspur,Kota,Date of Submission for EC: 11 Sep 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,SILDAHA SAND MINE OF SHRI GOPAL PRASAD KUMHAR,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/172715/2020&pid=130227
87,SIA/CG/MIN/172730/2020,OL/EC/MIN/RAJNANDGAON/1398,Abhinav Tiwari,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for EC: 07 Oct 2020 ,Date of Ec Granted : 28 Dec 2020,Non-Coal Mining,ABHINAV TIWARI,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/172730/2020&pid=130234
88,SIA/CG/MIN/50834/2016,,Flag stone Quarry Village Ghodari ,Chhattisgarh,Mahasamund,Mahasamund,Date of Submission for TOR: ,Date of Submission for EC: 01 Mar 2016 ,Non-Coal Mining,SHRI SUSHIL JANGDE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/50834/2016&pid=14614
89,SIA/CG/NCP/63882/2017,OL/EC/NCP/RAIPUR/578,Environment Clearance of proposed layout for Jhanjh lake periphery 			in the villages of jhanjh Tuta and Nawagaon Sector  24 in Naya 				Raipur City District Raipur Chhattisgarh ,Chhattisgarh,Raipur,Arang,Date of Submission for TOR: ,Date of Submission for EC: 11 Apr 2017 ,INFRA-1,NAYA RAIPUR DEVELOPMENT AUTHORITY,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/NCP/63882/2017&pid=34908
90,SIA/CG/MIN/46353/2019,OL/EC/MIN/BIJAPUR/1018,K-1 Mangalnar Sand Mine,Chhattisgarh,Bijapur,No Data,Date of Submission for EC: 04 Jan 2020 ,Date of Ec Granted : 26 Feb 2020,Non-Coal Mining,MANGALNAR SAND  MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/46353/2019&pid=71855
91,SIA/CG/MIN/143064/2020,OL/EC/MIN/RAJNANDGAON/1173,Sangeeta Devi Rungta Dumerdihkala Limestone Mine,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 24 Dec 2020 ,Non-Coal Mining,SANGEETA DEVI RUNGTA,Rejected by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/143064/2020&pid=91276
92,SIA/CG/MIN/435890/2023,OL/EC/MIN/KORBA/2265,River Bed Mining of Sand ,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 08 Jul 2023 ,Non-Coal Mining,VIR SINGH,Awaiting EC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/435890/2023&pid=222457
93,SIA/CG/MIN/20500/2016,OL/EC/Quartzite_stone_Mine/Mahasamund/505,"Birkol Quartzite mine (11.41 ha) located at Village-Birkol, Tehsil-Saraipali, District- Mahasamund State-Chhattisgarh by Sh. Ashok Kumar Patel. Project capacity 46,778 TPA",Chhattisgarh,Mahasamund,Saraipali,Date of Submission for EC: 25 Sep 2017 ,Date of Ec Granted : 19 Jan 2018,Non-Coal Mining,SH ASHOK PATEL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/20500/2016&pid=38709
94,SIA/CG/MIN/45638/2019,OL/EC/MIN/DHAMTARI/990,dabha sand mine,Chhattisgarh,Dhamtari,Dhamtari,Date of Submission for EC: 31 Oct 2019 ,Date of Ec Granted : 31 Dec 2019,Non-Coal Mining,ASHISH DAHRIYA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/45638/2019&pid=70336
95,SIA/CG/MIN/49617/2016,,Flag Stone Quarry,Chhattisgarh,Mahasamund,Mahasamund,Date of Submission for TOR: ,Date of Submission for EC: 16 Feb 2016 ,Non-Coal Mining,SHRI SHIV KUMAR RATRE,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/49617/2016&pid=13417
96,SIA/CG/MIN/33339/2014,OL/EC/MIN/RAJNANDGAON/790,MERHA SAND MINES,Chhattisgarh,Rajnandgaon,Dongargaon,Date of Submission for EC: 19 Mar 2019 ,Date of Ec Granted : 06 Jun 2019,Non-Coal Mining,MERHA SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33339/2014&pid=54102
97,SIA/CG/MIN/34439/2019,OL/EC/LIMESTONEMINE/GARIABANDH/823,pitaiband sand mine,Chhattisgarh,Gariaband,Rajim,Date of Submission for EC: 09 Apr 2019 ,Date of Ec Granted : 28 Sep 2019,Non-Coal Mining,PITAIBAND SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/34439/2019&pid=54645
98,SIA/CG/MIN/426822/2023,OL/EC/MIN/RAIGARH/2391,M/s. Dilip Buildcon Limited -Semipali Ordinary Stone Quarry 									,Chhattisgarh,,,Date of Submission for TOR: ,Date of Submission for EC: 21 Apr 2023 ,Non-Coal Mining, DILIP BUILDCON LIMITED,Agenda Uploaded by SEIAA,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/426822/2023&pid=218983
99,SIA/CG/MIN/415747/2023,OL/EC/MIN/KORBA/2289,Dadarkala Ordinary Stone Quarry  of M/s. Jai Maa Madwarani Minerals																		,Chhattisgarh,,,Date of Submission for EC: 24 Jan 2023 ,Date of Ec Granted : 31 May 2023,Non-Coal Mining, JAI MAA MADAWARANI MINERALS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/415747/2023&pid=215651
100,SIA/CG/MIN/41655/2019,,Smt. Vinita Raut,Chhattisgarh,Rajnandgaon,Rajnandgaon,Date of Submission for TOR: ,Date of Submission for EC: 24 Aug 2019 ,Non-Coal Mining,VINITA RAUT,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/41655/2019&pid=62770
101,SIA/CG/MIN/33934/2019,OL/EC/SANDMINE/GARIABAND/804,purnapani sand mine,Chhattisgarh,Gariaband,No Data,Date of Submission for EC: 02 Apr 2019 ,Date of Ec Granted : 28 Sep 2019,Non-Coal Mining,PURNAPANI SAND MINE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/33934/2019&pid=54412
102,SIA/CG/MIN/67409/2017,OL/EC/BRICKS_QUARRY/JASHPUR/632,Butkachhar Brick Earthclay Quarry Mine and Fix Chimney Brick Plant of Smt Pushpa Prasad,Chhattisgarh,Jashpur,Jashpur,Date of Submission for EC: 22 Aug 2017 ,Date of Ec Granted : 09 Nov 2017,Non-Coal Mining,PUSHPA PRASAD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/67409/2017&pid=37172
103,SIA/CG/MIN/202834/2021,,Kirari Limestone Mine,Chhattisgarh,Janjgir - Champa,Janjgir,Date of Submission for TOR: ,Date of Submission for EC: 12 Mar 2021 ,Non-Coal Mining,PARASNATH MINERALS 2.87,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/202834/2021&pid=172456
104,SIA/CG/MIN/194430/2021,OL/EC/MIN/SURAJPUR/1530,V1 BAKALO SAND QUARRY,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 22 Jan 2021 ,Date of Ec Granted : 17 Sep 2021,Non-Coal Mining,V1 BAKALO SAND QUARRY,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/194430/2021&pid=160384
105,SIA/CG/MIN/131694/2019,OL/EC/MIN/RAJNANDGAON/1124,Shri. Rampradesh Verma,Chhattisgarh,Rajnandgaon,Dongargarh,Date of Submission for TOR: ,Date of Submission for EC: 25 Jun 2021 ,Non-Coal Mining,RAMPRADESHVERMA,Under examination of SEIAA after SEAC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/131694/2019&pid=79456
106,SIA/CG/MIN/143742/2020,OL/EC/MIN/RAIGARH/1186,F-1 Dhanuhardera Ordinary Sand Quarry,Chhattisgarh,Koriya,Baikunthpur,Date of Submission for EC: 17 Feb 2020 ,Date of Ec Granted : 30 May 2020,Non-Coal Mining,KULDEEP SINGH AHUJA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/143742/2020&pid=91433
107,SIA/CG/MIN/43127/2019,OL/EC/MIN/B_BAZAAR/958,Dhaneli Dolomite Quarry,Chhattisgarh,Balodabazar,Baloda Bazar,Date of Submission for EC: 19 Mar 2020 ,Date of Ec Granted : 17 Jul 2020,Non-Coal Mining,MANOJ KUMAR PRASAD,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/43127/2019&pid=64784
108,SIA/CG/MIN/192658/2021,OL/EC/MIN/SURAJPUR/1521,Lakhanpur sand mine of Nadhir Kumar Paikra,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 15 Jan 2021 ,Date of Ec Granted : 12 Apr 2021,Non-Coal Mining,LAKHANPUR SAND MINE OF NADHIR KUMAR PAIKARA,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/192658/2021&pid=158986
109,SIA/CG/MIN/191125/2021,OL/EC/MIN/RAIGARH/1502,Sohanpur Ordinary Stone  Quarry,Chhattisgarh,Raigarh,Lailunga,Date of Submission for EC: 03 Jan 2021 ,Date of Ec Granted : 09 Apr 2021,Non-Coal Mining,SOHANPUR ORDINARY STONE QUARRY OF MS SUNIL KUMAR AGRAWAL LLP,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/191125/2021&pid=156728
110,SIA/CG/MIN/191172/2021,OL/EC/MIN/RAIGARH/1504,Sohanpur Ordinary Stone Quarry,Chhattisgarh,Raigarh,Lailunga,Date of Submission for EC: 04 Jan 2021 ,Date of Ec Granted : 09 Apr 2021,Non-Coal Mining,SOHANPUR ORDINARY STONE  QUARRY OF MS SUNIL KUMAR AGRAWAL LLP,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/191172/2021&pid=156740
111,SIA/CG/MIN/142690/2020,OL/EC/MIN/SURAJPUR/1169,Devipur Ordinary Stone Quarry Mine,Chhattisgarh,Surajpur,Surajpur,Date of Submission for EC: 12 Feb 2020 ,Date of Ec Granted : 30 May 2020,Non-Coal Mining,DEVIPUR ORDINARY STONE MINE OF ANAND KUMAR SINGHAL,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/142690/2020&pid=91201
112,SIA/CG/MIN/138553/2020,OL/EC/MIN/SUKMA/1144,NAGAR PANCHAYAT SUKMA ORDINARY SAND MINE SUKMA CG,Chhattisgarh,Sukma,No Data,Date of Submission for EC: 25 Jan 2020 ,Date of Ec Granted : 13 May 2020,Non-Coal Mining,NAGAR PANCHAYAT SUKMA ORDINARY SAND MINE SUKMA CG,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/138553/2020&pid=86132
113,SIA/CG/MIN/42661/2019,OL/EC/MIN/JANJGIR_CHAMMPA/954,Akaltara Limestone Mine,Chhattisgarh,Janjgir - Champa,Janjgir,Date of Submission for EC: 25 Nov 2019 ,Date of Ec Granted : 05 Feb 2020,Non-Coal Mining,MS SATGURU MINERALS,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/42661/2019&pid=63448
114,SIA/CG/MIN/259276/2022,,HALDIJHARIYA ORDINARY STONE MINE,Chhattisgarh,Jashpur,Pathalgaon,Date of Submission for TOR: ,Date of Submission for EC: 03 Mar 2022 ,Non-Coal Mining,SUBHASH VERMA,Delisted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/259276/2022&pid=199854
115,SIA/CG/MIN/418380/2023,OL/EC/MIN/BILASPUR/2310,Itwa Brick Earthclay Quarry  of Shobharam Ratre,Chhattisgarh,,,Date of Submission for EC: 15 Feb 2023 ,Date of Ec Granted : 04 Mar 2024,Non-Coal Mining,SHOBHARAM RATRE,EC Granted,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/418380/2023&pid=216544
116,SIA/CG/MIN/276033/2022,OL/EC/MIN/RAIPUR/2064,Nakti Khapri Limestone Quarry,Chhattisgarh,Raipur,Tilda,Date of Submission for TOR: ,Date of Submission for EC: 02 Jun 2022 ,Non-Coal Mining,TARACHAND AHUJA,Awaiting EC,https://environmentclearance.nic.in/TrackState_proposal.aspx?type=EC&status=EC_new&statename=Chhattisgarh&pno=SIA/CG/MIN/276033/2022&pid=204066
